id;name;address;city;postal_code;country;distance_in_m;owner;roaming;latitude;longitude;operator_name;operator_hotline;open_24_7
700836;Lichtmast_43920;HANS-LITTEN-STR 4;Dortmund;44135;DE;0;;False;51.514212;7.475311;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700838;Lichtmast_47241;IM GRUBENFELD 28;Dortmund;44135;DE;0;;False;51.509485;7.486928;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700839;Lichtmast_47211;IM GRUBENFELD 32;Dortmund;44135;DE;0;;False;51.509114;7.487087;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700840;Lichtmast_47526;INSELSTR 2;Dortmund;44135;DE;0;;False;51.519569;7.485162;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700841;Lichtmast_47528;INSELSTR 12;Dortmund;44135;DE;0;;False;51.519152;7.486057;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700842;Lichtmast_47530;INSELSTR 2nw 18 /Kl;Dortmund;44135;DE;0;;False;51.518726;7.486974;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700843;Lichtmast_47529;INSELSTR  3nw 18 /K;Dortmund;44135;DE;0;;False;51.518929;7.486532;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700844;Lichtmast_47569;KOERNEBACHSTR 53;Dortmund;44135;DE;0;;False;51.51972;7.485203;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700846;Lichtmast_47570;KOERNEBACHSTR 65;Dortmund;44135;DE;0;;False;51.519875;7.486287;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700847;Lichtmast_47572;KOERNEBACHSTR 73;Dortmund;44135;DE;0;;False;51.519947;7.486836;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700848;Lichtmast_47574;KOERNEBACHSTR 79;Dortmund;44135;DE;0;;False;51.520026;7.487377;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700849;Lichtmast_47576;KOERNEBACHSTR 94 /Kloenn;Dortmund;44135;DE;0;;False;51.520179;7.488476;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700850;Lichtmast_47575;KOERNEBACHSTR 85 /Kloenn;Dortmund;44135;DE;0;;False;51.52011;7.487974;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700851;Lichtmast_48596;LANGE REIHE 17;Dortmund;44135;DE;0;;False;51.510378;7.497952;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700852;Lichtmast_48597;LANGE REIHE 19;Dortmund;44135;DE;0;;False;51.510359;7.49851;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
707711;Lichtmast_68131;Am Schallacker 3;Dortmund;44263;DE;0;;False;51.489322;7.498553;Dortmunder Energie- und Wasserversorgung GmbH;+4923170097799;True
718054;Lichtmast_27538;Speyerstr 3 /w;Dortmund;44135;DE;0;;False;51.599951;7.503603;DEW21 GmbH;+4923170097799;True
718056;Lichtmast_27539;Speyerstr 7 /zw.7-9;Dortmund;44135;DE;0;;False;51.520173;7.504058;DEW21 GmbH;+4923170097799;True
718057;Lichtmast_27543;Speyerstr 13;Dortmund;44135;DE;0;;False;51.520322;7.504435;DEW21 GmbH;+4923170097799;True
720782;Lichtmast_27544;Speyerstr 17;Dortmund;44135;DE;0;;False;51.520478;7.50483;DEW21 GmbH;+4923170097799;True
720784;Lichtmast_43832;PRINZ-FRIEDRICH-KARL-STR 13;Dortmund;44135;DE;0;;False;51.51169;7.47693;Dortmunder Energie- und Wasserversorgung GmbH;+4923170097799;True
720790;Lichtmast_43835;PRINZ-FRIEDRICH-KARL-STR 17;Dortmund;44135;DE;0;;False;51.51166;7.478012;DEW21 GmbH;+4923170097799;True
720791;Lichtmast_43851;PRINZ-FRIEDRICH-KARL-STR 37;Dortmund;44135;DE;0;;False;51.51158;7.480731;Dortmunder Energie- und Wasserversorgung GmbH;+4923170097799;True
720792;Lichtmast_47277;VON-DER-GOLTZ-STR 9;Dortmund;44135;DE;0;;False;51.511028;7.488443;DEW21 GmbH;+4923170097799;True
