id_cs;uid;chargePointParkingSpaceNumbers;roaming;chargePointPosition;vehicle_type;chargePointPublicComment;parkingsensor_status;id;physical_reference;floor_level;chargingStationPosition
15950;36022;;False;;four_wheeled;;-;DE*REK*E10002*001;;;
15950;36024;;False;;four_wheeled;;-;DE*REK*E10002*002;;;
15952;36030;;False;;four_wheeled;;-;DE*REK*E10001*001;;;
15952;36032;;False;;four_wheeled;;-;DE*REK*E10001*002;;;
22314;49362;;False;;four_wheeled;;-;DE*REK*E10003*001;;;
22314;49364;;False;;four_wheeled;;-;DE*REK*E10003*002;;;
79122;185252;;False;;four_wheeled;;-;DE*REK*E10031*001;;;Parkplatz
79122;185254;;False;;four_wheeled;;-;DE*REK*E10031*002;;;Parkplatz
79122;185256;;False;;four_wheeled;;-;DE*REK*E10031*003;;;Parkplatz
132190;307034;;False;;four_wheeled;;-;DE*REK*E10032*001;;;
132190;307036;;False;;four_wheeled;;-;DE*REK*E10032*002;;;
132190;307038;;False;;four_wheeled;;-;DE*REK*E10032*003;;;
136130;317624;;False;;four_wheeled;;-;DE*REK*E10017*001;;;
136130;317626;;False;;four_wheeled;;-;DE*REK*E10018*001;;;
136130;317628;;False;;four_wheeled;;-;DE*REK*E10019*001;;;
136130;317634;;False;;four_wheeled;;-;DE*REK*E10020*001;;;
136130;317636;;False;;four_wheeled;;-;DE*REK*E10021*001;;;
136130;317638;;False;;four_wheeled;;-;DE*REK*E10022*001;;;
136130;317640;;False;;four_wheeled;;-;DE*REK*E10023*001;;;
136130;317642;;False;;four_wheeled;;-;DE*REK*E10024*001;;;
136130;317644;;False;;four_wheeled;;-;DE*REK*E10025*001;;;
136130;317646;;False;;four_wheeled;;-;DE*REK*E10026*001;;;
244392;578186;;False;;four_wheeled;;-;DE*REK*E10047*001;;;
244392;578188;;False;;four_wheeled;;-;DE*REK*E10047*002;;;
244392;578190;;False;;four_wheeled;;-;DE*REK*E10048*001;;;
244392;578192;;False;;four_wheeled;;-;DE*REK*E10048*002;;;
267348;595558;;False;;four_wheeled;;-;DE*REK*E10053*001;;;
267348;595560;;False;;four_wheeled;;-;DE*REK*E10053*002;;;
278352;623610;;False;;four_wheeled;;-;DE*REK*E10065*001;;5;
278352;623612;;False;;four_wheeled;;-;DE*REK*E10066*001;;5;
278352;623614;;False;;four_wheeled;;-;DE*REK*E10067*001;;5;
278352;623616;;False;;four_wheeled;;-;DE*REK*E10068*001;;5;
278352;623618;;False;;four_wheeled;;-;DE*REK*E10069*001;;5;
278352;623622;;False;;four_wheeled;;-;DE*REK*E10070*001;;5;
321892;740108;;False;;four_wheeled;;-;DE*REK*E10092*001;;;
321892;740110;;False;;four_wheeled;;-;DE*REK*E10092*002;;;
409940;934384;;False;;four_wheeled;;-;DE*REK*E10076*001;;;
409940;934386;;False;;four_wheeled;;-;DE*REK*E10076*002;;;
417160;957506;;False;;four_wheeled;;-;DE*REK*E10077*001;;;
417160;957508;;False;;four_wheeled;;-;DE*REK*E10077*002;;;
417164;1189657;;False;;four_wheeled;;-;DE*REK*E100101*001;;;
417164;1189658;;False;;four_wheeled;;-;DE*REK*E100101*002;;;
473206;1141348;;False;;four_wheeled;;-;DE*REK*E10082*001;;;
473206;1141349;;False;;four_wheeled;;-;DE*REK*E10082*002;;;
473208;1133094;;False;;four_wheeled;;-;DE*REK*E10081*001;;;
473208;1133096;;False;;four_wheeled;;-;DE*REK*E10081*002;;;
473210;1145676;;False;;four_wheeled;;-;DE*REK*E10083*001;;;
473210;1145677;;False;;four_wheeled;;-;DE*REK*E10083*002;;;
473214;1145678;;False;;four_wheeled;;-;DE*REK*E10084*001;;;
473214;1145679;;False;;four_wheeled;;-;DE*REK*E10084*002;;;
473216;1189655;;False;;four_wheeled;;-;DE*REK*E10099*001;;;
473216;1189656;;False;;four_wheeled;;-;DE*REK*E10099*002;;;
473218;1282469;;False;;four_wheeled;;-;DE*REK*E100112*001;;;
473218;1282470;;False;;four_wheeled;;-;DE*REK*E100112*002;;;
473220;1208617;;False;;four_wheeled;;-;DE*REK*E100105*001;;;
473220;1208619;;False;;four_wheeled;;-;DE*REK*E100105*002;;;
504002;1166782;;False;;four_wheeled;;-;DE*REK*E00042*001;;;
504002;1166783;;False;;four_wheeled;;-;DE*REK*E00042*002;;;
504002;1166784;;False;right;four_wheeled;;-;DE*REK*E00040*001;40R;;Besucherparkplatz RE - 3.v.r.
504002;1166785;;False;left;four_wheeled;;-;DE*REK*E00040*002;40L;;Besucherparkplatz RE - 3.v.r.
504002;1166786;;False;right;four_wheeled;;-;DE*REK*E00039*001;39R;;1. von rechts
504002;1166787;;False;left;four_wheeled;;-;DE*REK*E00039*002;39L;;1. von rechts
504002;1166788;;False;right;four_wheeled;;-;DE*REK*E00038*001;38R;;4. Station von rechts
504002;1166789;;False;left;four_wheeled;;-;DE*REK*E00038*002;38L;;4. Station von rechts
504002;1166790;;False;right;four_wheeled;;-;DE*REK*E00037*001;37R;;7. Station von rechts
504002;1166791;;False;left;four_wheeled;;-;DE*REK*E00037*002;37L;;7. Station von rechts
504002;1169539;;False;right;four_wheeled;;-;DE*REK*E00043*001;43R;;Besucherparkplatz RE - 2.v.r.
504002;1169540;;False;left;four_wheeled;;-;DE*REK*E00043*002;43L;;Besucherparkplatz RE - 2.v.r.
504002;1170833;;False;right;four_wheeled;;-;DE*REK*E00041*001;41R;;Besucherparkplatz RE - 6.v.r.
504002;1170834;;False;left;four_wheeled;;-;DE*REK*E00041*002;41L;;Besucherparkplatz RE - 6.v.r.
513027;1187218;;False;;four_wheeled;;-;DE*REK*E10094*001;;;
513027;1187219;;False;;four_wheeled;;-;DE*REK*E10094*002;;;
514297;1189640;;False;;four_wheeled;;-;DE*REK*E10096*001;;;
514297;1189641;;False;;four_wheeled;;-;DE*REK*E10096*002;;;
514298;1189642;;False;;four_wheeled;;-;DE*REK*E10095*001;;;
514298;1189643;;False;;four_wheeled;;-;DE*REK*E10095*002;;;
514305;1189646;;False;;four_wheeled;;-;DE*REK*E100123*001;;;
514305;1189647;;False;;four_wheeled;;-;DE*REK*E100123*002;;;
514306;1189648;;False;;four_wheeled;;-;DE*REK*E100100*001;;;
514306;1189649;;False;;four_wheeled;;-;DE*REK*E100100*002;;;
514307;1189651;;False;;four_wheeled;;-;DE*REK*E10098*001;;;
514307;1189652;;False;;four_wheeled;;-;DE*REK*E10098*002;;;
514308;1189653;;False;;four_wheeled;;-;DE*REK*E10097*001;;;
514308;1189654;;False;;four_wheeled;;-;DE*REK*E10097*002;;;
523587;1208613;;False;;four_wheeled;;-;DE*REK*E100104*001;;;
523587;1208614;;False;;four_wheeled;;-;DE*REK*E100104*002;;;
523588;1208615;;False;;four_wheeled;;-;DE*REK*E100106*001;;;
523588;1208616;;False;;four_wheeled;;-;DE*REK*E100106*002;;;
523591;1391106;;False;;four_wheeled;;-;DE*REK*E100129*001;;;
523591;1391107;;False;;four_wheeled;;-;DE*REK*E100129*002;;;
523592;1391104;;False;;four_wheeled;;-;DE*REK*E100127*001;;;
523592;1391105;;False;;four_wheeled;;-;DE*REK*E100127*002;;;
523593;1403860;;False;;four_wheeled;;-;DE*REK*E100114*001;;;
523593;1403861;;False;;four_wheeled;;-;DE*REK*E100114*002;;;
523594;1390010;;False;;four_wheeled;;-;DE*REK*E100130*001;;;
523594;1390011;;False;;four_wheeled;;-;DE*REK*E100130*002;;;
523595;1391108;;False;;four_wheeled;;-;DE*REK*E100128*001;;;
523595;1391109;;False;;four_wheeled;;-;DE*REK*E100128*002;;;
523601;1802436;;False;;four_wheeled;;-;DE*REK*E100151*001;;;
523601;1802437;;False;;four_wheeled;;-;DE*REK*E100151*002;;;
523602;1755587;;False;;four_wheeled;;-;DE*REK*E100149*001;;;
523602;1755588;;False;;four_wheeled;;-;DE*REK*E100149*002;;;
523603;1802438;;False;;four_wheeled;;-;DE*REK*E100153*001;;;
523603;1802439;;False;;four_wheeled;;-;DE*REK*E100153*002;;;
523604;1992632;;False;;four_wheeled;;-;DE*REK*E100223*001;;;
523604;1992633;;False;;four_wheeled;;-;DE*REK*E100223*002;;;
523605;1802456;;False;;four_wheeled;;-;DE*REK*E100152*001;;;
523605;1802457;;False;;four_wheeled;;-;DE*REK*E100152*002;;;
523606;1802448;;False;;four_wheeled;;-;DE*REK*E100134*001;;;
523606;1802449;;False;;four_wheeled;;-;DE*REK*E100134*002;;;
523608;1865142;;False;;four_wheeled;;-;DE*REK*E100196*001;;;
523608;1865143;;False;;four_wheeled;;-;DE*REK*E100196*002;;;
523609;1409548;;False;;four_wheeled;;-;DE*REK*E100180*001;;;
523609;1409549;;False;;four_wheeled;;-;DE*REK*E100180*002;;;
523610;1399666;;False;;four_wheeled;;-;DE*REK*E100335*001;;;
523610;1399667;;False;;four_wheeled;;-;DE*REK*E100335*002;;;
523611;1534613;;False;;four_wheeled;;-;DE*REK*E100177*001;;;
523611;1534697;;False;;four_wheeled;;-;DE*REK*E100177*002;;;
523612;1399668;;False;;four_wheeled;;-;DE*REK*E100334*001;;;
523612;1399669;;False;;four_wheeled;;-;DE*REK*E100334*002;;;
523613;1434354;;False;;four_wheeled;;-;DE*REK*E100163*001;;;
523613;1434355;;False;;four_wheeled;;-;DE*REK*E100163*002;;;
523614;1409550;;False;;four_wheeled;;-;DE*REK*E100181*001;;;
523614;1409551;;False;;four_wheeled;;-;DE*REK*E100181*002;;;
523615;1368216;;False;;four_wheeled;;-;DE*REK*E100126*001;;;
523615;1368217;;False;;four_wheeled;;-;DE*REK*E100126*002;;;
523616;1302365;;False;;four_wheeled;;-;DE*REK*E100124*001;;;
523616;1302366;;False;;four_wheeled;;-;DE*REK*E100124*002;;;
523617;1302367;;False;;four_wheeled;;-;DE*REK*E100125*001;;;
523617;1302368;;False;;four_wheeled;;-;DE*REK*E100125*002;;;
523618;1305369;;False;;four_wheeled;;-;DE*REK*E100131*001;;;
523618;1305370;;False;;four_wheeled;;-;DE*REK*E100131*002;;;
523619;1409552;;False;;four_wheeled;;-;DE*REK*E100175*001;;;
523619;1409553;;False;;four_wheeled;;-;DE*REK*E100175*002;;;
523620;1421040;;False;;four_wheeled;;-;DE*REK*E100185*001;;;
523620;1421041;;False;;four_wheeled;;-;DE*REK*E100185*002;;;
523621;1421036;;False;;four_wheeled;;-;DE*REK*E100179*001;;;
523621;1421037;;False;;four_wheeled;;-;DE*REK*E100179*002;;;
523623;1426467;;False;;four_wheeled;;-;DE*REK*E100178*001;;;
523623;1426468;;False;;four_wheeled;;-;DE*REK*E100178*002;;;
523624;1498208;;False;;four_wheeled;;-;DE*REK*E100162*001;;;
523624;1498209;;False;;four_wheeled;;-;DE*REK*E100162*002;;;
523625;1426465;;False;;four_wheeled;;-;DE*REK*E100176*001;;;
523625;1426466;;False;;four_wheeled;;-;DE*REK*E100176*002;;;
523626;1427837;;False;;four_wheeled;;-;DE*REK*E100119*001;;;
523626;1427838;;False;;four_wheeled;;-;DE*REK*E100119*002;;;
523627;1368200;;False;;four_wheeled;;-;DE*REK*E100107*001;;;
523627;1368201;;False;;four_wheeled;;-;DE*REK*E100107*002;;;
523628;1368202;;False;;four_wheeled;;-;DE*REK*E100111*001;;;
523628;1368203;;False;;four_wheeled;;-;DE*REK*E100111*002;;;
523629;1402173;;False;;four_wheeled;;-;DE*REK*E100113*001;;;
523629;1402174;;False;;four_wheeled;;-;DE*REK*E100113*002;;;
523630;1407807;;False;;four_wheeled;;-;DE*REK*E100118*001;;;
523630;1407808;;False;;four_wheeled;;-;DE*REK*E100118*002;;;
523631;1390012;;False;;four_wheeled;;-;DE*REK*E100333*001;;;
523631;1390013;;False;;four_wheeled;;-;DE*REK*E100333*002;;;
523632;1402171;;False;;four_wheeled;;-;DE*REK*E100336*001;;;
523632;1402172;;False;;four_wheeled;;-;DE*REK*E100336*002;;;
523633;1407805;;False;;four_wheeled;;-;DE*REK*E100122*001;;;
523633;1407806;;False;;four_wheeled;;-;DE*REK*E100122*002;;;
543386;1282458;;False;;four_wheeled;;-;DE*REK*E10035*001;;;
543386;1282459;;False;;four_wheeled;;-;DE*REK*E10035*003;;;
543386;1282460;;False;;four_wheeled;;-;DE*REK*E10036*001;;;
543386;1282461;;False;;four_wheeled;;-;DE*REK*E10036*003;;;
543386;1290314;;False;;four_wheeled;;-;DE*REK*E10035*002;;;
543386;1290315;;False;;four_wheeled;;-;DE*REK*E10036*002;;;
568841;1407809;;False;;four_wheeled;;-;DE*REK*E100121*001;;;
568841;1407810;;False;;four_wheeled;;-;DE*REK*E100121*002;;;
569226;1409546;;False;;four_wheeled;;-;DE*REK*E100182*001;;;
569226;1409547;;False;;four_wheeled;;-;DE*REK*E100182*002;;;
571815;1421038;;False;;four_wheeled;;-;DE*REK*E100184*001;;;
571815;1421039;;False;;four_wheeled;;-;DE*REK*E100184*002;;;
573488;1427839;;False;;four_wheeled;;-;DE*REK*E100120*001;;;
573488;1427840;;False;;four_wheeled;;-;DE*REK*E100120*002;;;
583542;2033495;;False;;four_wheeled;;-;DE*REK*E100183*001;;;
583542;2033496;;False;;four_wheeled;;-;DE*REK*E100183*002;;;
583543;1871757;;False;;four_wheeled;;-;DE*REK*E100198*001;;;
583543;1871759;;False;;four_wheeled;;-;DE*REK*E100198*002;;;
583544;1755589;;False;;four_wheeled;;-;DE*REK*E100148*001;;;
583544;1755590;;False;;four_wheeled;;-;DE*REK*E100148*002;;;
583545;1802460;;False;;four_wheeled;;-;DE*REK*E100132*001;;;
583545;1802461;;False;;four_wheeled;;-;DE*REK*E100132*002;;;
583547;1802462;;False;;four_wheeled;;-;DE*REK*E100145*001;;;
583547;1802463;;False;;four_wheeled;;-;DE*REK*E100145*002;;;
583548;1802464;;False;;four_wheeled;;-;DE*REK*E100168*001;;;
583548;1802465;;False;;four_wheeled;;-;DE*REK*E100168*002;;;
583549;1537446;;False;;four_wheeled;;-;DE*REK*E100167*001;;;
583549;1537449;;False;;four_wheeled;;-;DE*REK*E100167*002;;;
583550;1537452;;False;;four_wheeled;;-;DE*REK*E100102*001;;;
583550;1537453;;False;;four_wheeled;;-;DE*REK*E100102*002;;;
583551;1874092;;False;;four_wheeled;;-;DE*REK*E100201*001;;;
583551;1874093;;False;;four_wheeled;;-;DE*REK*E100201*002;;;
583552;1801180;;False;;four_wheeled;;-;DE*REK*E100193*001;;;
583552;1801181;;False;;four_wheeled;;-;DE*REK*E100193*002;;;
586165;1500210;;False;;four_wheeled;;-;DE*REK*E100154*001;;;
586165;1500211;;False;;four_wheeled;;-;DE*REK*E100154*002;;;
588937;1517483;;False;;four_wheeled;;-;DE*REK*E100156*001;;;
588937;1517484;;False;;four_wheeled;;-;DE*REK*E100156*002;;;
588938;1517485;;False;;four_wheeled;;-;DE*REK*E100155*001;;;
588938;1517486;;False;;four_wheeled;;-;DE*REK*E100155*002;;;
588947;1755605;;False;;four_wheeled;;-;DE*REK*E100187*001;;;
588947;1755607;;False;;four_wheeled;;-;DE*REK*E100187*002;;;
589476;1519942;;False;;four_wheeled;;-;DE*REK*E100160*001;;;
589476;1519943;;False;;four_wheeled;;-;DE*REK*E100160*002;;;
589477;1519944;;False;;four_wheeled;;-;DE*REK*E100158*001;;;
589477;1519945;;False;;four_wheeled;;-;DE*REK*E100158*002;;;
594106;1527878;;False;;four_wheeled;;-;DE*REK*E100159*001;;;
594106;1527879;;False;;four_wheeled;;-;DE*REK*E100159*002;;;
594107;1527880;;False;;four_wheeled;;-;DE*REK*E100164*001;;;
594107;1527881;;False;;four_wheeled;;-;DE*REK*E100164*002;;;
594109;1527882;;False;;four_wheeled;;-;DE*REK*E100157*001;;;
594109;1527883;;False;;four_wheeled;;-;DE*REK*E100157*002;;;
594116;1527909;;False;;four_wheeled;;-;DE*REK*E100146*001;;;
594116;1527910;;False;;four_wheeled;;-;DE*REK*E100146*002;;;
594117;1527916;;False;;four_wheeled;;-;DE*REK*E100103*001;;;
594117;1527917;;False;;four_wheeled;;-;DE*REK*E100103*002;;;
594118;1527918;;False;;four_wheeled;;-;DE*REK*E100203*001;;;
594118;1527919;;False;;four_wheeled;;-;DE*REK*E100203*002;;;
596116;1535085;;False;;four_wheeled;;-;DE*REK*E100174*001;;;
596116;1535087;;False;;four_wheeled;;-;DE*REK*E100174*002;;;
596118;1535090;;False;;four_wheeled;;-;DE*REK*E100165*001;;;
596118;1535091;;False;;four_wheeled;;-;DE*REK*E100165*002;;;
596119;1535100;;False;;four_wheeled;;-;DE*REK*E100166*001;;;
596119;1535101;;False;;four_wheeled;;-;DE*REK*E100166*002;;;
598179;1541417;;False;;four_wheeled;;-;DE*REK*E100170*001;;;
598179;1541418;;False;;four_wheeled;;-;DE*REK*E100170*002;;;
679436;1755593;;False;;four_wheeled;;-;DE*REK*E100188*001;;;
679436;1755594;;False;;four_wheeled;;-;DE*REK*E100188*002;;;
679437;1755599;;False;;four_wheeled;;-;DE*REK*E100189*001;;;
679437;1755600;;False;;four_wheeled;;-;DE*REK*E100189*002;;;
679438;1755613;;False;;four_wheeled;;-;DE*REK*E100190*001;;;
679438;1755614;;False;;four_wheeled;;-;DE*REK*E100190*002;;;
679439;1755627;;False;;four_wheeled;;-;DE*REK*E100191*001;;;
679439;1755628;;False;;four_wheeled;;-;DE*REK*E100191*002;;;
689456;1802431;;False;;four_wheeled;;-;DE*REK*E100194*001;;;
689456;1802432;;False;;four_wheeled;;-;DE*REK*E100194*002;;;
689458;1802434;;False;;four_wheeled;;-;DE*REK*E100195*001;;;
689458;1802435;;False;;four_wheeled;;-;DE*REK*E100195*002;;;
689461;1802446;;False;;four_wheeled;;-;DE*REK*E100133*001;;;
689461;1802447;;False;;four_wheeled;;-;DE*REK*E100133*002;;;
689462;1802450;;False;;four_wheeled;;-;DE*REK*E100169*001;;;
689462;1802451;;False;;four_wheeled;;-;DE*REK*E100169*002;;;
689465;1802458;;False;;four_wheeled;;-;DE*REK*E100171*001;;;
689465;1802459;;False;;four_wheeled;;-;DE*REK*E100171*002;;;
695832;1831878;;False;;four_wheeled;;-;DE*REK*E100140*001;;;
695832;1831879;;False;;four_wheeled;;-;DE*REK*E100140*002;;;
695897;1833027;;False;;four_wheeled;;-;DE*REK*E100139*001;;;
695897;1833028;;False;;four_wheeled;;-;DE*REK*E100139*002;;;
702947;1855524;;False;;four_wheeled;;-;DE*REK*E100138*001;;;
702947;1855525;;False;;four_wheeled;;-;DE*REK*E100138*002;;;
703418;1857749;;False;;four_wheeled;;-;DE*REK*E100144*001;;;
703418;1857750;;False;;four_wheeled;;-;DE*REK*E100144*002;;;
703419;1871754;;False;;four_wheeled;;-;DE*REK*E100199*001;;;
703419;1871755;;False;;four_wheeled;;-;DE*REK*E100199*002;;;
703420;1857755;;False;;four_wheeled;;-;DE*REK*E100137*001;;;
703420;1857756;;False;;four_wheeled;;-;DE*REK*E100137*002;;;
703421;1857753;;False;;four_wheeled;;-;DE*REK*E100136*001;;;
703421;1857754;;False;;four_wheeled;;-;DE*REK*E100136*002;;;
703982;1861460;;False;;four_wheeled;;-;DE*REK*E100117*001;;;
703982;1861461;;False;;four_wheeled;;-;DE*REK*E100117*002;;;
704799;1865136;;False;;four_wheeled;;-;DE*REK*E100115*001;;;
704799;1865137;;False;;four_wheeled;;-;DE*REK*E100115*002;;;
705413;1869930;;False;;four_wheeled;;-;DE*REK*E100197*001;;;
705413;1869931;;False;;four_wheeled;;-;DE*REK*E100197*002;;;
705418;1869950;;False;;four_wheeled;;-;DE*REK*E100116*001;;;
705418;1869951;;False;;four_wheeled;;-;DE*REK*E100116*002;;;
706634;1875925;;False;;four_wheeled;;-;DE*REK*E100202*001;;;
706634;1875926;;False;;four_wheeled;;-;DE*REK*E100202*002;;;
706723;1877682;;False;;four_wheeled;;-;DE*REK*E100208*001;;;
706723;1877683;;False;;four_wheeled;;-;DE*REK*E100208*002;;;
707708;1883614;;False;;four_wheeled;;-;DE*REK*E100205*001;;;
707708;1883615;;False;;four_wheeled;;-;DE*REK*E100205*002;;;
726981;1977336;;False;;four_wheeled;;-;DE*REK*E100147*001;;;
729649;1992641;;False;;four_wheeled;;-;DE*REK*E100220*001;;;
729649;1992642;;False;;four_wheeled;;-;DE*REK*E100220*002;;;
729650;1992643;;False;;four_wheeled;;-;DE*REK*E100218*001;;;
729650;1992644;;False;;four_wheeled;;-;DE*REK*E100218*002;;;
729653;1992651;;False;;four_wheeled;;-;DE*REK*E100219*001;;;
729653;1992652;;False;;four_wheeled;;-;DE*REK*E100219*002;;;
739069;2033493;;False;;four_wheeled;;-;DE*REK*E100204*001;;;
739069;2033494;;False;;four_wheeled;;-;DE*REK*E100204*002;;;
739665;2035838;;False;;four_wheeled;;-;DE*REK*E100221*001;;;
739665;2035839;;False;;four_wheeled;;-;DE*REK*E100221*002;;;
743497;2056563;;False;;four_wheeled;;-;DE*REK*E100217*001;;;
743497;2056564;;False;;four_wheeled;;-;DE*REK*E100217*002;;;
743527;2056720;;False;;four_wheeled;;-;DE*REK*E100224*001;;;
743527;2056721;;False;;four_wheeled;;-;DE*REK*E100224*002;;;
772672;2184134;;False;;four_wheeled;;-;DE*REK*E100229*001;;;
772672;2184135;;False;;four_wheeled;;-;DE*REK*E100229*002;;;
13343;29289;;False;Kundenparkplatz;four_wheeled;;-;DE*DEW*E00003*001;;;Kundenparkplatz
13343;29290;;False;Kundenparkplatz;four_wheeled;;-;DE*DEW*E00003*002;;;Kundenparkplatz
13492;29630;;False;Ladepunkt 1 CCS;four_wheeled;;-;DE*DEW*E00005*001;;EG;An der Aral-Tankstelle abfahren und weiter bis zum John Reed Fitnessstudio. 
13492;29631;;False;Ladepunkt 5 Chademo;four_wheeled;;-;DE*DEW*E00005*005;;EG;An der Aral-Tankstelle abfahren und weiter bis zum John Reed Fitnessstudio. 
13492;29632;;False;Ladepunkt 3 Typ2;four_wheeled;;-;DE*DEW*E00005*003;;EG;An der Aral-Tankstelle abfahren und weiter bis zum John Reed Fitnessstudio. 
13492;29633;;False;Ladepunkt 4 CCS;four_wheeled;;-;DE*DEW*E00005*004;;EG;An der Aral-Tankstelle abfahren und weiter bis zum John Reed Fitnessstudio. 
13492;29634;;False;Ladepunkt 2 Chademo;four_wheeled;;-;DE*DEW*E00005*002;;EG;An der Aral-Tankstelle abfahren und weiter bis zum John Reed Fitnessstudio. 
13492;29635;;False;Ladepunkt 6 Typ2;four_wheeled;;-;DE*DEW*E00005*006;;EG;An der Aral-Tankstelle abfahren und weiter bis zum John Reed Fitnessstudio. 
13516;29692;;False;;four_wheeled;;-;DE*DEW*E00004*001;;EG;
13516;29693;;False;;four_wheeled;;-;DE*DEW*E00004*002;;EG;
15338;34331;;False;;four_wheeled;;-;DE*DEW*E00015*002;;EG;Parkplatz Rathaus
15338;34332;;False;;four_wheeled;;-;DE*DEW*E00015*001;;EG;Parkplatz Rathaus
16642;185406;;False;;four_wheeled;;-;DE*DEW*E00025*001;;;Öffentlich Einfahrt hoch - sofort rechts auf der Seite. Rechte Ladesäule
16642;185408;;False;;four_wheeled;;-;DE*DEW*E00025*002;;;Öffentlich Einfahrt hoch - sofort rechts auf der Seite. Rechte Ladesäule
16642;185414;;False;;four_wheeled;;-;DE*DEW*E00026*001;;;Öffentlich Einfahrt hoch - sofort rechts auf der Seite. Linke Ladesäule
16642;185416;;False;;four_wheeled;;-;DE*DEW*E00026*002;;;Öffentlich Einfahrt hoch - sofort rechts auf der Seite. Linke Ladesäule
16758;38202;;False;links;four_wheeled;;-;DE*DEW*E00021*001;;;Links
16758;38204;;False;rechts;four_wheeled;;-;DE*DEW*E00022*001;;A;Rechts
182742;435130;;False;;four_wheeled;;-;DE*DEW*E00023*001;;;
182742;435132;;False;;four_wheeled;;-;DE*DEW*E00023*002;;;
505700;1193573;;False;;four_wheeled;;-;DE*DEW*E00024*001;;;
505700;1193574;;False;;four_wheeled;;-;DE*DEW*E00029*001;;;
542896;1718737;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00178*001;;;
542897;1718738;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00179*001;;;
542898;1784246;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00239*001;;;
542899;1718741;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00180*001;;;
542903;1784250;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00243*001;;;
542904;1784251;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00248*001;;;
542905;1725339;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00183*001;;;
542906;1784249;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00242*001;;;
542907;1784232;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00181*001;;;
542908;1725340;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00184*001;;;
542909;1784234;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00194*001;;;
542910;1796361;;False;;four_wheeled;;-;DE*DEW*E00199*001;;;
542911;1796363;;False;;four_wheeled;;-;DE*DEW*E00202*001;;;
542912;1796380;;False;;four_wheeled;;-;DE*DEW*E00231*001;;;
542913;1725341;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00185*001;;;
542914;1725342;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00186*001;;;
542915;1796375;;False;;four_wheeled;;-;DE*DEW*E00214*001;;;
542916;1796382;;False;;four_wheeled;;-;DE*DEW*E00237*001;;;
542917;1796381;;False;;four_wheeled;;-;DE*DEW*E00234*001;;;
542918;1796356;;False;;four_wheeled;;-;DE*DEW*E00190*001;;;
542919;1795220;;False;;four_wheeled;;-;DE*DEW*E00200*001;;;
542920;1796386;;False;;four_wheeled;;-;DE*DEW*E00252*001;;;
542921;1796383;;False;;four_wheeled;;-;DE*DEW*E00238*001;;;
542922;1796384;;False;;four_wheeled;;-;DE*DEW*E00250*001;;;
542932;1796357;;False;;four_wheeled;;-;DE*DEW*E00191*001;;;
542937;1796359;;False;;four_wheeled;;-;DE*DEW*E00197*001;;;
542939;1784237;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00225*001;;;
542941;1784235;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00196*001;;;
542942;1725343;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00192*001;;;
542943;1725344;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00193*001;;;
542945;1784239;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00227*001;;;
542946;1725345;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00195*001;;;
542948;1784242;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00230*001;;;
542952;1784244;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00235*001;;;
542953;1784245;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00236*001;;;
542958;1796343;;False;;four_wheeled;;-;DE*DEW*E00203*001;;;
542962;1725367;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00245*001;;;
542963;1725368;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00246*001;;;
542964;1725369;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00247*001;;;
542965;1752752;;False;;four_wheeled;;-;DE*DEW*E00244*001;;;
542966;1725370;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00249*001;;;
542972;1725372;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00255*001;;;
542973;1725373;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00256*001;;;
542975;1725346;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00218*001;;;
542982;1725347;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00219*001;;;
542983;1796364;;False;;four_wheeled;;-;DE*DEW*E00204*001;;;
542984;1796377;;False;;four_wheeled;;-;DE*DEW*E00216*001;;;
542986;1796368;;False;;four_wheeled;;-;DE*DEW*E00208*001;;;
